Date,SP500,NASDAQ,Financials,Industrials,Consumer Staples,Energy,Information Technology,Utilities
2000-01-03,1455.2,4131.15,307.2,265.6,204.22,206.58,829.2,138.75
2000-01-04,1399.4,3901.69,294.54,257.24,201.13,202.38,783.4,138.91
2000-01-05,1402.1,3877.54,292.56,257.2,201.84,208.56,775.1,144.08
2000-01-06,1403.5,3727.13,304.09,261.64,204.38,218.14,744.4,146.09
2000-01-07,1441.5,3882.62,310.73,270.39,212.88,220.85,756.7,148.39
2000-01-10,1457.6,4049.67,305.19,270.56,210.59,217.7,788.0,147.42
2000-01-11,1438.6,3921.19,301.61,268.27,212.76,219.11,768.9,146.77
2000-01-12,1432.2,3850.02,305.86,268.05,213.43,216.12,755.7,149.5
2000-01-13,1449.7,3957.21,313.91,271.3,212.24,219.62,765.3,150.38
2000-01-14,1465.2,4064.27,322.52,268.74,211.1,217.02,787.4,151.68
2000-01-18,1455.1,4130.81,311.98,266.2,211.75,220.67,790.2,149.0
2000-01-19,1455.9,4151.29,310.35,266.54,210.61,221.11,788.0,149.5
2000-01-20,1445.6,4189.51,303.92,262.61,207.46,216.38,795.7,154.78
2000-01-21,1441.4,4235.4,300.17,261.48,203.87,220.58,795.6,158.99
2000-01-24,1401.5,4096.08,295.48,252.17,200.8,216.62,771.5,156.81
2000-01-25,1410.0,4167.41,298.91,251.4,197.84,215.53,789.0,153.01
2000-01-26,1404.1,4069.91,309.44,255.62,197.79,213.09,760.3,154.33
2000-01-27,1398.6,4039.56,312.54,256.58,196.56,207.39,752.3,154.24
2000-01-28,1360.2,3887.07,300.89,247.3,191.98,202.49,726.4,152.07
2000-01-31,1394.5,3940.35,311.09,248.4,193.87,209.22,745.4,157.63
2000-02-01,1409.3,4051.98,311.67,249.79,193.78,209.12,764.9,156.12
2000-02-02,1409.1,4073.96,308.38,247.69,192.27,209.63,772.2,154.88
2000-02-03,1425.0,4210.98,307.63,251.83,191.65,206.82,799.4,157.3
2000-02-04,1424.4,4244.14,302.92,253.11,189.0,201.4,811.1,153.37
2000-02-07,1424.2,4321.77,300.07,246.54,187.99,202.75,821.9,153.52
2000-02-08,1441.7,4427.5,303.55,247.53,189.9,200.32,836.1,156.11
2000-02-09,1411.7,4363.24,295.22,242.38,188.35,192.26,821.8,155.35
2000-02-10,1416.8,4485.63,289.01,242.42,186.51,196.08,842.9,154.71
2000-02-11,1387.1,4395.45,288.8,237.56,184.51,191.65,815.2,153.41
2000-02-14,1389.9,4418.55,284.23,239.83,182.34,196.15,816.7,154.83
2000-02-15,1402.0,4420.77,290.96,244.32,186.28,203.84,819.9,155.47
2000-02-16,1387.7,4427.65,286.26,241.39,183.81,205.13,814.8,155.57
2000-02-17,1388.3,4548.92,281.5,241.53,183.02,203.87,833.3,154.9
2000-02-18,1346.1,4411.74,271.99,233.79,180.08,198.28,804.5,152.39
2000-02-22,1352.2,4382.12,273.92,238.89,182.9,196.19,803.9,150.43
2000-02-23,1360.7,4550.33,272.56,237.8,179.81,191.73,834.3,148.33
2000-02-24,1353.4,4617.65,268.93,236.9,174.93,188.3,849.6,145.04
2000-02-25,1333.4,4590.5,266.15,232.51,171.24,186.09,836.4,142.42
2000-02-28,1348.0,4577.85,274.19,234.86,175.0,191.8,832.4,146.08
2000-02-29,1366.4,4696.69,276.92,237.5,174.01,196.1,845.9,147.16
2000-03-01,1379.2,4784.08,280.82,238.24,175.51,200.42,857.3,146.57
2000-03-02,1381.8,4754.51,278.08,239.19,171.6,202.84,859.0,147.51
2000-03-03,1409.2,4914.79,281.74,245.29,173.2,200.29,889.0,148.49
2000-03-06,1391.3,4904.85,278.66,242.47,170.1,196.47,886.8,143.95
2000-03-07,1355.6,4847.84,269.36,232.24,155.0,212.71,871.8,144.09
2000-03-08,1366.7,4897.26,266.56,233.85,156.74,209.52,878.9,142.19
2000-03-09,1401.7,5046.86,270.07,237.44,156.67,212.05,910.4,141.65
2000-03-10,1395.1,5048.62,270.41,238.54,151.15,207.13,908.3,142.71
2000-03-13,1383.6,4907.24,272.0,235.53,153.08,204.21,897.3,141.39
2000-03-14,1359.2,4706.63,270.42,232.36,150.55,206.18,873.6,139.89
2000-03-15,1392.2,4582.62,287.68,242.5,162.42,207.49,860.3,145.58
2000-03-16,1458.5,4717.39,312.85,254.2,171.46,215.05,884.1,151.5
2000-03-17,1464.5,4798.13,313.32,254.19,167.74,207.61,911.6,148.69
2000-03-20,1456.6,4610.0,306.31,254.88,167.52,203.43,907.9,147.9
2000-03-21,1493.9,4711.68,317.82,264.13,169.48,209.47,937.0,148.46
2000-03-22,1500.6,4864.75,321.21,262.67,165.97,206.49,955.9,147.16
2000-03-23,1527.3,4940.61,334.34,271.82,167.01,207.58,977.1,148.3
2000-03-24,1527.5,4963.03,334.28,272.78,166.51,209.36,980.5,147.81
2000-03-27,1523.9,4958.56,325.69,270.55,162.45,207.93,988.5,150.34
2000-03-28,1507.7,4833.89,327.81,268.11,163.39,207.01,964.3,147.05
2000-03-29,1508.5,4644.67,325.49,273.39,167.27,218.04,935.8,150.76
2000-03-30,1487.9,4457.89,323.44,270.68,173.46,218.12,899.3,150.37
2000-03-31,1498.6,4572.83,327.62,269.35,171.55,216.62,916.7,151.48
2000-04-03,1506.0,4223.68,343.52,272.68,178.76,221.36,874.3,151.64
2000-04-04,1494.7,4148.89,330.6,267.04,183.23,221.54,870.9,150.05
2000-04-05,1487.4,4169.22,327.55,266.27,179.06,214.53,878.1,151.0
2000-04-06,1501.3,4267.56,330.33,271.44,177.26,219.39,888.9,150.1
2000-04-07,1516.3,4446.45,323.55,273.78,176.98,214.93,925.0,150.8
2000-04-10,1504.5,4188.2,332.17,274.5,177.37,211.75,887.2,153.62
2000-04-11,1500.6,4055.9,333.7,276.9,181.69,215.32,860.7,153.41
2000-04-12,1467.2,3769.63,337.96,271.37,186.42,217.36,801.9,156.3
2000-04-13,1440.5,3676.78,330.26,265.18,184.54,215.82,785.2,160.34
2000-04-14,1356.6,3321.29,304.74,253.26,175.71,212.13,726.2,154.84
2000-04-17,1401.4,3539.16,307.25,260.72,181.29,206.62,795.8,154.82
2000-04-18,1441.6,3793.57,319.29,264.6,177.96,209.19,833.7,155.4
2000-04-19,1427.5,3706.41,312.84,264.96,178.55,211.54,806.1,156.82
2000-04-20,1434.5,3643.88,319.06,269.62,181.71,214.12,800.2,159.29
2000-04-24,1429.9,3482.48,325.89,273.33,185.31,215.63,768.8,161.85
2000-04-25,1477.4,3711.23,336.63,282.63,185.16,217.05,816.6,166.29
2000-04-26,1461.0,3630.09,330.35,277.88,181.31,217.57,807.0,168.67
2000-04-27,1464.9,3774.03,323.43,277.17,178.95,220.09,829.8,165.43
2000-04-28,1452.4,3860.66,316.76,274.18,175.73,214.81,833.7,162.91
2000-05-01,1468.2,3958.08,321.56,277.24,175.81,215.89,845.4,163.97
2000-05-02,1446.3,3785.45,320.63,276.43,176.64,219.31,815.0,163.24
2000-05-03,1415.1,3707.31,312.58,269.37,178.6,214.17,795.2,162.12
2000-05-04,1409.6,3720.24,308.6,268.0,178.83,219.03,789.9,164.15
2000-05-05,1432.6,3816.82,310.21,273.2,178.91,221.96,810.5,162.97
2000-05-08,1424.2,3669.38,316.59,273.44,181.84,223.84,778.7,165.12
2000-05-09,1412.1,3585.01,314.88,271.05,184.76,223.2,763.6,163.48
2000-05-10,1383.0,3384.73,308.67,266.82,188.74,225.29,719.4,165.13
2000-05-11,1407.8,3499.58,316.3,269.41,191.05,230.91,746.0,169.07
2000-05-12,1421.0,3529.06,322.12,273.59,188.74,231.72,759.3,167.15
2000-05-15,1452.4,3607.65,334.73,278.95,192.17,236.0,773.5,169.92
2000-05-16,1466.0,3717.57,332.73,281.76,189.81,232.72,796.0,168.55
2000-05-17,1447.8,3644.96,328.88,278.33,188.33,232.08,783.9,166.04
2000-05-18,1437.2,3538.71,332.91,276.38,189.19,230.77,762.6,168.15
2000-05-19,1407.0,3390.4,324.64,270.31,189.16,232.41,734.2,168.1
2000-05-22,1400.7,3364.21,328.83,265.09,190.14,232.63,730.2,168.84
2000-05-23,1373.9,3164.55,329.99,262.35,188.89,231.97,693.7,166.12
2000-05-24,1399.0,3270.61,334.73,268.42,193.8,231.14,721.6,166.14
2000-05-25,1381.5,3205.35,326.48,267.24,192.22,227.74,709.5,166.22
2000-05-26,1378.0,3205.11,326.55,262.29,195.12,228.12,710.7,167.9
2000-05-30,1422.5,3459.48,333.27,269.79,194.0,230.65,763.6,166.97
2000-05-31,1420.6,3400.91,337.34,272.32,192.32,234.16,746.2,169.31
2000-06-01,1448.8,3582.5,346.32,275.31,193.14,232.67,782.4,169.37
2000-06-02,1477.3,3813.38,361.46,277.62,189.73,224.55,822.2,167.01
2000-06-05,1467.6,3821.76,353.18,272.92,187.61,223.35,823.3,161.63
2000-06-06,1457.8,3756.37,346.51,272.23,188.74,230.97,808.5,166.23
2000-06-07,1471.4,3839.26,351.97,270.52,191.7,228.77,826.0,166.17
2000-06-08,1461.7,3825.56,345.67,266.67,189.66,227.89,824.6,167.3
2000-06-09,1457.0,3874.84,339.37,264.15,189.02,225.97,826.1,168.58
2000-06-12,1446.0,3767.91,340.84,263.94,189.49,230.99,807.2,170.3
2000-06-13,1469.4,3851.06,344.0,266.97,190.51,232.0,826.7,171.3
2000-06-14,1470.5,3797.41,349.1,266.93,191.63,233.04,814.2,167.11
2000-06-15,1478.7,3845.74,338.58,269.7,193.59,230.28,831.9,169.09
2000-06-16,1464.5,3860.56,323.49,265.72,189.77,235.07,833.8,168.84
2000-06-19,1486.0,3989.83,330.7,263.69,189.52,232.04,864.0,167.08
2000-06-20,1476.0,4013.36,328.94,258.79,185.91,230.49,864.6,167.37
2000-06-21,1479.1,4064.01,324.25,256.39,185.57,234.18,873.0,168.06
2000-06-22,1452.2,3936.84,323.46,252.19,186.32,229.33,843.4,166.22
2000-06-23,1441.5,3845.34,323.31,254.32,187.75,230.5,825.2,166.05
2000-06-26,1455.3,3912.12,328.16,258.38,192.58,229.84,835.5,166.49
2000-06-27,1450.5,3858.96,328.95,257.89,192.94,228.41,821.0,161.62
2000-06-28,1454.8,3940.34,327.9,260.88,191.82,226.31,832.1,164.77
2000-06-29,1442.4,3877.23,326.43,258.06,191.37,226.15,813.8,162.4
2000-06-30,1454.6,3966.11,316.56,265.54,193.96,221.76,831.8,158.71
2000-07-03,1469.5,3991.93,324.86,265.03,194.6,224.62,839.3,162.91
2000-07-05,1446.2,3863.1,328.11,261.14,195.15,215.62,800.8,161.0
2000-07-06,1456.7,3960.57,330.91,261.81,196.16,218.24,817.6,162.03
2000-07-07,1478.9,4023.2,338.12,264.42,195.06,219.47,835.3,163.96
2000-07-10,1475.6,3980.29,338.63,267.06,193.18,218.71,822.4,166.93
2000-07-11,1480.9,3956.42,341.4,270.66,191.88,227.4,817.7,168.89
2000-07-12,1492.9,4099.59,344.05,271.94,189.89,222.52,843.5,168.81
2000-07-13,1495.8,4174.86,342.1,271.59,189.93,220.67,859.0,169.83
2000-07-14,1510.0,4246.18,348.56,272.76,190.87,219.38,879.1,169.01
2000-07-17,1510.5,4274.67,341.84,275.08,189.85,217.23,887.8,170.18
2000-07-18,1493.7,4177.17,339.5,272.87,191.44,218.08,865.5,170.14
2000-07-19,1482.0,4055.63,339.17,273.43,194.91,218.86,846.9,172.0
2000-07-20,1495.6,4184.56,349.9,276.67,194.98,216.55,864.1,171.31
2000-07-21,1480.2,4094.45,348.23,276.65,193.93,212.43,841.8,171.26
2000-07-24,1464.3,3981.57,347.98,276.88,191.62,208.97,822.4,170.78
2000-07-25,1474.5,4029.57,351.6,276.74,193.53,207.99,837.4,171.77
2000-07-26,1452.4,3987.72,345.59,270.35,191.9,208.77,824.9,169.39
2000-07-27,1449.6,3842.23,350.99,270.38,193.59,217.62,803.3,172.81
2000-07-28,1419.9,3663.0,343.31,264.9,195.02,217.63,772.8,171.33
2000-07-31,1430.8,3766.99,348.79,267.85,191.85,216.69,792.1,169.75
2000-08-01,1438.1,3685.52,351.34,272.11,196.0,217.56,775.8,174.9
2000-08-02,1438.7,3658.46,349.91,271.28,196.91,223.08,769.8,177.75
2000-08-03,1452.6,3759.88,358.24,270.2,196.04,220.74,788.4,179.44
2000-08-04,1462.9,3787.36,371.36,273.11,195.62,221.1,790.1,180.65
2000-08-07,1479.3,3862.99,372.65,277.03,194.59,222.16,807.4,184.54
2000-08-08,1482.8,3848.55,371.92,279.7,194.85,221.89,810.9,187.25
2000-08-09,1472.9,3853.5,371.66,283.13,192.67,225.52,814.8,185.28
2000-08-10,1460.2,3759.99,367.86,285.62,195.24,227.39,796.7,184.05
2000-08-11,1471.8,3789.47,373.73,287.3,199.05,225.79,799.6,185.27
2000-08-14,1491.6,3849.69,378.37,288.55,201.35,229.76,817.0,188.64
2000-08-15,1484.4,3851.66,372.75,286.45,200.72,228.4,819.6,188.31
2000-08-16,1479.8,3861.2,366.78,284.71,199.73,232.31,822.2,188.66
2000-08-17,1496.1,3940.87,372.06,285.31,199.06,236.66,839.4,190.83
2000-08-18,1491.7,3930.34,369.6,284.1,199.3,233.35,842.2,190.7
2000-08-21,1499.5,3953.15,373.92,286.92,200.1,234.53,846.2,189.76
2000-08-22,1498.1,3958.21,376.85,286.28,199.16,234.15,846.5,189.8
2000-08-23,1506.0,4011.01,373.39,288.58,198.33,239.73,857.1,192.27
2000-08-24,1508.3,4053.28,370.65,292.68,197.09,234.17,864.2,188.59
2000-08-25,1506.5,4042.68,367.8,294.64,194.73,234.57,857.9,187.35
2000-08-28,1514.1,4070.59,373.07,295.8,195.27,235.46,866.6,190.2
2000-08-29,1509.8,4082.17,370.75,294.13,193.46,235.14,869.4,189.01
2000-08-30,1502.6,4103.81,373.12,287.53,190.64,232.51,864.3,190.17
2000-08-31,1517.7,4206.35,381.49,291.92,189.03,232.3,880.7,192.14
2000-09-01,1520.8,4234.33,377.75,291.2,189.31,234.97,882.2,194.03
2000-09-05,1507.1,4143.18,379.75,293.5,191.81,235.3,860.3,195.91
2000-09-06,1492.2,4013.34,382.35,295.82,190.68,239.64,835.0,198.13
2000-09-07,1502.5,4098.35,382.34,294.86,190.82,239.06,853.9,198.22
2000-09-08,1494.5,3978.41,389.86,294.85,192.79,236.6,825.0,202.31
2000-09-11,1489.3,3896.35,396.63,294.16,191.98,242.45,801.8,207.48
2000-09-12,1482.0,3849.51,396.71,292.85,194.26,242.66,786.4,207.84
2000-09-13,1484.9,3893.89,393.69,293.14,193.35,240.05,793.5,207.5
2000-09-14,1480.9,3913.86,393.14,291.12,188.81,238.29,799.8,205.72
2000-09-15,1465.8,3835.23,385.19,284.94,188.0,246.33,787.8,209.16
2000-09-18,1444.5,3726.52,373.17,283.97,188.37,246.0,770.2,207.7
2000-09-19,1459.9,3865.64,380.27,280.74,189.07,240.54,803.0,199.56
2000-09-20,1451.3,3897.44,376.46,279.29,185.32,237.07,808.9,195.18
2000-09-21,1449.0,3828.87,372.24,283.38,187.64,235.41,791.5,192.52
2000-09-22,1448.7,3803.76,379.02,283.62,193.39,233.35,769.3,197.01
2000-09-25,1439.0,3741.22,384.27,286.79,192.3,231.11,749.1,198.63
2000-09-26,1427.2,3689.1,381.27,288.5,193.06,234.03,737.2,204.01
2000-09-27,1426.6,3656.3,381.14,291.05,194.38,239.9,728.1,206.49
2000-09-28,1458.3,3778.32,391.72,292.41,198.09,238.55,752.3,208.6
2000-09-29,1436.5,3672.82,390.29,288.13,197.23,239.58,715.8,209.32
2000-10-02,1436.2,3568.9,396.49,288.03,199.03,244.86,712.2,211.43
2000-10-03,1426.5,3455.83,395.93,291.45,198.71,244.2,691.9,207.83
2000-10-04,1434.3,3523.1,389.82,292.88,199.41,238.76,711.9,201.75
2000-10-05,1436.3,3472.1,393.42,293.79,204.18,238.39,702.6,198.59
2000-10-06,1409.0,3361.01,377.05,291.08,204.0,237.24,685.6,199.51
2000-10-09,1402.0,3355.56,372.49,288.87,203.6,241.82,681.4,201.65
2000-10-10,1387.0,3240.54,361.8,288.1,204.93,247.42,658.4,203.58
2000-10-11,1364.6,3168.49,359.16,283.0,205.63,249.16,637.3,203.29
2000-10-12,1329.8,3074.68,341.21,275.8,204.17,253.04,620.7,199.85
2000-10-13,1374.2,3316.77,358.05,282.79,202.09,243.72,675.8,200.92
2000-10-16,1374.6,3290.28,360.51,285.86,204.72,239.62,665.9,203.81
2000-10-17,1350.0,3213.96,350.8,277.24,205.25,240.19,648.2,202.99
2000-10-18,1342.1,3171.56,350.12,274.98,207.63,236.96,634.3,198.88
2000-10-19,1388.8,3418.6,363.95,277.8,206.92,237.05,693.6,198.83
2000-10-20,1396.9,3483.14,363.93,273.81,203.59,242.07,707.7,198.68
2000-10-23,1395.8,3468.69,359.69,270.09,203.69,239.99,699.8,199.92
2000-10-24,1398.1,3419.79,369.99,282.22,208.38,235.08,681.2,197.67
2000-10-25,1364.9,3229.57,368.99,280.81,211.2,231.61,632.0,192.77
2000-10-26,1364.4,3272.18,359.57,279.53,212.66,232.52,646.5,190.65
2000-10-27,1379.6,3278.36,370.5,280.74,215.92,230.47,653.0,194.81
2000-10-30,1398.7,3191.4,384.86,289.95,222.25,234.34,639.5,199.64
2000-10-31,1429.4,3369.63,388.08,295.59,220.03,234.74,674.3,200.92
2000-11-01,1421.2,3333.39,384.6,293.86,218.33,242.26,665.0,205.01
2000-11-02,1428.3,3429.02,385.55,292.46,217.16,232.66,682.8,202.34
2000-11-03,1426.7,3451.58,385.9,290.42,216.07,232.55,688.6,198.65
2000-11-06,1432.2,3416.21,390.63,295.52,218.63,234.42,681.0,200.87
2000-11-07,1431.9,3415.79,388.96,295.84,218.13,235.16,682.5,200.97
2000-11-08,1409.3,3231.7,382.76,294.71,219.93,238.32,642.4,201.37
2000-11-09,1400.1,3200.35,385.4,294.78,223.01,236.67,637.7,201.83
2000-11-10,1366.0,3028.99,379.67,290.37,224.88,236.09,597.3,202.9
2000-11-13,1351.3,2966.72,372.42,283.58,223.2,234.68,593.5,200.54
2000-11-14,1383.0,3138.27,374.57,288.65,221.8,236.77,631.5,197.17
2000-11-15,1389.8,3165.49,369.87,289.71,223.73,240.18,636.6,199.81
2000-11-16,1372.3,3031.88,370.64,290.46,224.5,241.17,610.8,202.61
2000-11-17,1367.7,3027.19,365.13,288.99,225.14,239.55,616.1,206.23
2000-11-20,1342.6,2875.64,356.18,283.74,223.09,238.9,594.7,205.27
2000-11-21,1347.3,2871.45,357.1,287.31,224.78,243.19,595.2,203.42
2000-11-22,1322.4,2755.34,347.45,279.27,226.65,242.55,574.2,201.82
2000-11-24,1341.8,2904.38,350.08,283.48,223.69,243.37,602.3,202.53
2000-11-27,1349.0,2880.49,353.7,283.4,224.31,242.61,595.5,202.75
2000-11-28,1336.1,2734.98,357.45,283.68,226.54,242.61,567.7,204.02
2000-11-29,1341.9,2706.93,366.1,284.89,229.61,232.98,563.5,201.1
2000-11-30,1315.0,2597.93,364.43,282.87,229.74,227.71,535.4,197.9
2000-12-01,1315.2,2645.29,363.74,285.92,226.97,231.06,539.9,197.35
2000-12-04,1325.0,2615.75,360.63,289.51,228.92,234.95,540.0,199.01
2000-12-05,1376.5,2889.8,378.82,300.65,224.2,230.24,597.6,198.53
2000-12-06,1351.5,2796.5,374.3,297.8,221.25,226.62,572.6,198.02
2000-12-07,1343.5,2752.66,375.54,295.59,226.98,228.97,557.3,198.79
2000-12-08,1369.9,2917.43,385.78,301.99,223.78,229.56,586.3,199.36
2000-12-11,1380.2,3015.1,391.65,301.83,217.56,227.26,606.4,201.27
2000-12-12,1371.2,2931.77,387.17,295.56,220.68,229.92,590.8,202.23
2000-12-13,1360.0,2822.77,384.63,293.35,223.38,231.84,564.7,203.02
2000-12-14,1340.9,2728.51,376.14,286.24,224.94,224.94,555.2,200.03
2000-12-15,1312.2,2653.27,372.07,279.69,220.59,224.81,531.1,200.91
2000-12-18,1322.7,2624.52,384.81,284.77,224.12,232.28,519.9,204.89
2000-12-19,1305.6,2511.71,380.9,281.55,226.89,235.71,502.2,205.64
2000-12-20,1264.7,2332.78,375.29,271.56,227.11,229.7,463.8,208.19
2000-12-21,1274.9,2340.12,384.37,274.65,230.72,230.53,466.3,205.73
2000-12-22,1306.0,2517.02,387.88,280.51,229.19,234.69,501.3,209.66
2000-12-26,1315.2,2493.52,393.49,283.44,232.49,242.2,493.7,217.06
2000-12-27,1328.9,2539.35,396.67,284.87,236.1,242.68,499.7,217.07
2000-12-28,1334.2,2557.76,400.54,287.22,237.62,243.69,493.6,217.42
2000-12-29,1320.3,2470.52,397.09,285.77,238.15,240.87,476.6,216.03
2001-01-02,1283.3,2291.86,386.05,270.83,237.06,245.14,444.9,208.3
2001-01-03,1347.6,2616.69,405.71,284.7,226.07,236.32,522.5,197.63
2001-01-04,1333.3,2566.83,400.85,284.72,215.97,230.27,523.0,185.1
2001-01-05,1298.3,2407.65,390.24,279.87,219.4,233.17,488.2,186.16
2001-01-08,1295.9,2395.92,388.45,275.98,223.86,232.75,489.7,188.94
2001-01-09,1300.8,2441.3,381.29,274.05,224.81,229.42,497.8,185.99
2001-01-10,1313.3,2524.18,387.29,275.33,224.13,228.73,512.7,184.33
2001-01-11,1326.8,2640.57,388.78,280.65,219.15,231.62,535.5,177.25
2001-01-12,1318.3,2626.5,381.46,277.95,217.12,232.48,525.2,181.54
2001-01-16,1326.7,2618.55,388.07,283.47,220.92,232.55,517.7,178.8
2001-01-17,1329.5,2682.78,386.66,279.71,219.63,227.29,536.8,180.86
2001-01-18,1348.0,2768.49,382.03,282.45,219.89,222.99,568.6,183.43
2001-01-19,1342.5,2770.38,380.15,278.92,216.7,222.9,576.2,184.66
2001-01-22,1342.9,2757.91,384.12,275.97,218.11,224.7,566.5,188.48
2001-01-23,1360.4,2840.39,390.54,281.15,218.55,227.18,578.9,192.11
2001-01-24,1364.3,2859.15,393.73,279.74,219.48,227.73,582.7,194.43
2001-01-25,1357.5,2754.28,394.32,280.76,220.98,233.17,557.2,198.02
2001-01-26,1355.0,2781.3,395.97,276.4,219.65,229.61,565.0,197.54
2001-01-29,1364.2,2838.34,397.65,276.19,217.96,227.25,576.0,197.97
2001-01-30,1373.7,2838.35,400.18,282.44,221.75,229.54,577.6,195.75
2001-01-31,1366.0,2772.73,395.38,282.81,223.12,233.57,562.0,194.83
2001-02-01,1373.5,2782.79,398.02,282.8,226.1,231.68,566.7,192.94
2001-02-02,1349.5,2660.5,396.7,280.94,225.68,232.74,539.4,195.23
2001-02-05,1354.3,2643.21,399.83,285.86,226.87,237.16,532.7,198.13
2001-02-06,1352.3,2664.49,392.14,285.13,226.83,238.46,537.7,198.08
2001-02-07,1340.9,2607.82,390.02,283.12,230.33,238.23,521.1,201.64
2001-02-08,1332.5,2562.06,389.27,283.8,231.35,238.44,508.8,204.34
2001-02-09,1314.8,2470.97,391.06,278.58,231.11,243.08,484.5,207.16
2001-02-12,1330.3,2489.66,397.73,284.28,232.01,240.5,487.8,205.38
2001-02-13,1318.8,2427.72,393.75,285.17,231.62,237.55,477.2,206.01
2001-02-14,1315.9,2491.4,389.36,281.73,227.27,236.57,493.8,205.15
2001-02-15,1326.6,2552.91,388.44,288.07,226.99,232.94,511.5,202.93
2001-02-16,1301.5,2425.38,389.88,283.08,230.46,235.79,473.3,204.91
2001-02-20,1278.9,2318.35,377.03,284.24,232.97,235.29,446.3,205.44
2001-02-21,1255.3,2268.94,365.65,280.82,229.05,232.92,434.3,205.22
2001-02-22,1252.8,2244.96,367.14,279.68,227.04,232.71,433.6,204.08
2001-02-23,1245.9,2262.51,365.43,275.93,224.41,230.23,434.1,200.71
2001-02-26,1267.7,2308.5,373.05,283.58,223.79,232.97,435.6,202.27
2001-02-27,1257.9,2207.82,376.34,283.33,225.29,231.86,415.2,202.87
2001-02-28,1239.9,2151.83,368.84,278.46,225.77,228.33,404.6,201.24
2001-03-01,1241.2,2183.37,368.65,275.38,224.41,230.17,419.9,202.18
2001-03-02,1234.2,2117.63,368.78,273.31,225.44,235.1,403.1,203.81
2001-03-05,1241.4,2142.92,368.32,276.53,224.26,237.57,412.3,204.05
2001-03-06,1253.8,2204.43,369.24,278.43,221.92,238.48,430.1,203.87
2001-03-07,1261.9,2223.92,377.3,281.81,223.58,242.15,432.9,206.54
2001-03-08,1264.7,2168.73,378.21,283.37,228.14,245.23,422.2,208.09
2001-03-09,1233.4,2052.78,368.96,275.54,227.23,244.35,391.6,205.54
2001-03-12,1180.2,1923.38,351.19,259.47,223.03,238.54,367.0,199.26
2001-03-13,1197.7,2014.78,360.19,263.54,220.04,235.33,388.9,196.39
2001-03-14,1166.7,1972.09,343.91,256.21,216.11,232.85,380.9,193.18
2001-03-15,1173.6,1940.71,353.69,257.03,215.0,231.85,374.5,197.67
2001-03-16,1150.5,1890.91,348.73,250.92,215.16,228.22,364.2,194.14
2001-03-19,1170.8,1951.18,352.85,255.25,214.62,230.3,379.0,194.21
2001-03-20,1142.6,1857.44,343.46,249.59,212.11,231.66,357.8,194.36
2001-03-21,1122.1,1830.23,333.31,244.88,208.17,227.79,360.2,189.93
2001-03-22,1117.6,1897.7,325.7,239.43,206.22,221.55,383.5,182.41
2001-03-23,1139.8,1928.68,338.23,247.18,207.22,221.32,389.0,185.01
2001-03-26,1152.7,1918.49,343.62,251.41,208.33,224.1,381.2,192.53
2001-03-27,1182.2,1972.26,354.67,257.14,213.08,227.35,392.0,195.36
2001-03-28,1153.3,1854.13,351.59,253.75,212.48,221.93,360.4,194.63
2001-03-29,1148.0,1820.57,349.55,252.99,211.12,219.68,351.4,195.21
2001-03-30,1160.3,1840.26,357.39,255.02,213.79,224.76,353.1,199.51
2001-04-02,1145.9,1782.97,358.53,254.18,212.89,219.63,343.2,199.9
2001-04-03,1106.5,1673.0,347.45,244.87,208.83,214.72,320.9,197.79
2001-04-04,1103.2,1638.8,338.07,245.78,210.83,218.53,313.9,195.41
2001-04-05,1151.4,1785.0,350.65,257.27,210.61,224.56,347.8,196.43
2001-04-06,1128.4,1720.36,341.67,252.43,208.56,226.41,330.4,190.01
2001-04-09,1137.6,1745.71,343.41,256.86,207.29,230.41,331.4,194.54
2001-04-10,1168.4,1852.03,352.28,265.6,207.0,234.39,355.8,201.55
2001-04-11,1165.9,1898.95,354.6,261.7,203.93,229.26,368.4,200.87
2001-04-12,1183.5,1961.43,357.96,267.81,205.81,230.68,381.2,200.27
2001-04-16,1179.7,1909.57,356.01,266.94,207.32,236.68,368.5,203.59
2001-04-17,1191.8,1923.22,357.94,269.95,207.87,237.46,371.6,208.24
2001-04-18,1238.2,2079.44,373.57,282.67,206.05,236.26,409.4,207.7
2001-04-19,1253.7,2182.14,375.28,284.64,207.93,232.71,438.9,203.44
2001-04-20,1243.0,2163.41,368.71,281.99,206.2,235.31,437.8,202.15
2001-04-23,1224.4,2059.32,363.98,277.77,206.59,241.44,412.1,206.54
2001-04-24,1209.5,2016.61,362.19,274.73,205.46,241.19,400.9,207.52
2001-04-25,1228.8,2059.8,365.84,280.75,209.82,245.21,406.0,207.86
2001-04-26,1234.5,2034.88,367.65,286.36,210.74,248.11,397.0,211.13
2001-04-27,1253.0,2075.68,375.6,290.28,213.22,248.26,406.8,210.56
2001-04-30,1249.5,2116.24,370.16,286.1,211.85,247.02,412.9,210.96
2001-05-01,1266.4,2168.24,373.82,286.99,216.91,246.76,424.5,210.48
2001-05-02,1267.4,2220.6,375.86,287.32,215.15,237.64,435.4,205.74
2001-05-03,1248.6,2146.2,375.24,284.09,214.46,236.22,417.6,203.18
2001-05-04,1266.6,2191.53,379.97,289.03,216.37,240.54,426.7,205.53
2001-05-07,1263.5,2173.57,377.24,289.38,215.96,241.31,423.7,203.5
2001-05-08,1261.2,2198.77,374.1,288.72,214.78,241.56,429.9,200.89
