Date,SP500,NASDAQ,Financials,Industrials,Consumer Staples,Energy,Information Technology,Utilities
2004-05-12,1097.3,1925.59,371.3,244.04,231.88,237.95,306.2,112.88
2004-05-13,1096.4,1926.03,371.68,243.68,230.71,237.0,306.7,113.09
2004-05-14,1095.7,1904.25,371.88,243.69,231.89,240.01,302.1,114.12
2004-05-17,1084.1,1876.64,367.25,240.99,230.69,239.13,298.0,112.86
2004-05-18,1091.5,1897.82,370.54,243.19,231.73,236.1,301.1,113.79
2004-05-19,1088.7,1898.17,370.19,242.65,230.03,235.06,302.2,113.17
2004-05-20,1089.2,1896.59,371.92,241.8,231.13,234.93,302.3,113.91
2004-05-21,1093.6,1912.09,373.84,244.14,231.23,234.28,304.1,114.0
2004-05-24,1095.4,1922.98,374.48,245.6,229.24,237.83,304.8,115.57
2004-05-25,1113.0,1964.65,380.24,249.29,232.45,242.64,311.1,117.65
2004-05-26,1114.9,1976.15,382.24,249.69,232.58,240.62,312.3,117.67
2004-05-27,1121.3,1984.5,383.05,251.69,235.21,237.96,313.5,118.61
2004-05-28,1120.7,1986.74,383.29,251.22,234.43,238.54,314.3,119.04
2004-06-01,1121.2,1990.77,382.17,251.02,234.6,241.69,313.3,118.68
2004-06-02,1125.0,1988.98,383.7,253.13,236.52,241.34,312.3,118.85
2004-06-03,1116.6,1960.26,380.78,251.42,236.02,239.67,308.0,117.84
2004-06-04,1122.5,1978.62,383.51,252.97,236.36,238.55,311.5,117.96
2004-06-07,1140.4,2020.62,389.51,257.29,238.86,242.78,319.6,119.03
2004-06-08,1142.2,2023.53,388.92,257.71,239.77,241.56,321.2,118.03
2004-06-09,1131.3,1990.61,385.07,255.51,238.5,239.29,316.6,116.96
2004-06-10,1136.5,1999.87,386.52,257.13,238.56,242.45,318.8,117.76
2004-06-14,1125.3,1969.99,381.46,256.06,236.89,240.8,314.5,117.22
2004-06-15,1132.0,1995.6,382.58,258.04,237.71,243.58,318.3,117.87
2004-06-16,1133.6,1998.23,382.98,258.88,237.57,247.87,317.0,118.43
2004-06-17,1132.0,1983.67,383.11,259.19,236.56,249.29,313.7,119.06
2004-06-18,1135.0,1986.73,384.21,260.86,236.53,250.17,314.2,119.51
2004-06-21,1130.3,1974.38,382.57,260.47,236.22,249.26,312.2,120.26
2004-06-22,1134.4,1994.15,384.07,262.5,236.66,250.53,316.6,120.15
2004-06-23,1144.1,2020.98,385.65,266.16,236.86,254.75,321.2,121.05
2004-06-24,1140.7,2015.57,385.6,265.12,235.43,253.09,319.6,121.27
2004-06-25,1134.4,2025.47,384.3,263.09,232.85,250.17,319.5,120.79
2004-06-28,1133.3,2019.82,384.2,262.73,233.98,248.39,318.0,121.03
2004-06-29,1136.2,2034.93,382.94,264.54,234.14,249.45,321.5,119.89
2004-06-30,1140.8,2047.79,384.41,265.78,234.96,250.82,322.9,120.51
2004-07-01,1128.9,2015.55,381.54,262.36,233.14,251.29,317.0,119.35
2004-07-02,1125.4,2006.66,382.43,259.78,232.85,251.77,313.6,120.43
2004-07-06,1116.2,1963.43,379.67,259.06,233.02,253.12,305.3,120.44
2004-07-07,1118.3,1966.08,379.28,260.23,233.04,254.44,307.1,120.44
2004-07-08,1109.1,1935.32,376.33,258.03,232.91,253.36,302.5,120.16
2004-07-09,1112.8,1946.33,375.82,260.65,233.31,254.55,305.4,119.69
2004-07-12,1114.3,1936.92,378.17,261.84,233.76,253.76,303.9,119.79
2004-07-13,1115.1,1931.66,378.19,262.42,234.25,253.02,302.7,119.84
2004-07-14,1111.5,1914.88,376.44,262.17,233.8,255.62,297.2,120.99
2004-07-15,1106.7,1912.71,373.39,263.3,232.28,256.55,296.1,121.23
2004-07-16,1101.4,1883.15,372.63,262.17,232.48,259.18,291.3,122.19
2004-07-19,1100.9,1883.83,374.1,260.98,232.2,258.78,292.8,122.78
2004-07-20,1108.7,1917.07,375.77,262.47,232.42,258.45,298.8,123.25
2004-07-21,1093.9,1874.37,372.02,258.95,229.19,254.05,293.2,120.99
2004-07-22,1096.8,1889.06,372.13,258.1,227.98,254.99,297.8,120.26
2004-07-23,1086.2,1849.09,370.24,256.03,225.1,253.85,290.6,119.74
2004-07-26,1084.1,1839.02,370.56,255.25,224.46,252.27,290.9,119.33
2004-07-27,1094.8,1869.1,373.72,258.21,226.35,254.24,293.5,119.37
2004-07-28,1095.4,1858.26,374.13,259.64,225.94,256.0,293.1,120.51
2004-07-29,1100.4,1881.06,375.76,260.46,223.36,257.84,297.0,121.46
2004-07-30,1101.7,1887.36,375.48,260.18,223.29,259.15,298.6,122.21
2004-08-02,1106.6,1892.09,377.1,261.03,225.47,258.93,299.9,123.05
2004-08-03,1099.7,1859.42,375.49,259.35,224.74,262.03,293.7,123.12
2004-08-04,1098.6,1855.06,375.95,259.49,225.55,256.76,294.6,123.76
2004-08-05,1080.7,1821.63,369.66,254.49,222.48,253.7,290.0,122.49
2004-08-06,1064.0,1776.89,366.33,249.26,220.19,248.88,281.9,123.43
2004-08-09,1065.2,1774.64,366.52,250.09,220.46,252.25,281.9,122.94
2004-08-10,1079.0,1808.7,371.37,253.7,222.9,251.03,286.9,123.67
2004-08-11,1075.8,1782.42,372.19,253.4,224.17,249.76,278.7,124.11
2004-08-12,1063.2,1752.49,368.88,249.41,223.99,246.77,271.3,123.88
2004-08-13,1064.8,1757.22,368.56,249.96,224.64,249.2,273.5,123.45
2004-08-16,1079.3,1782.84,374.48,254.33,226.22,250.69,276.1,124.26
2004-08-17,1081.7,1795.25,376.68,253.73,226.73,245.41,278.2,124.11
2004-08-18,1095.2,1831.37,381.22,256.75,227.55,248.16,284.2,125.5
2004-08-19,1091.2,1819.89,379.94,255.17,226.85,249.04,282.6,124.52
2004-08-20,1098.3,1838.02,383.23,256.8,227.49,251.02,284.0,124.92
2004-08-23,1095.7,1838.7,381.86,256.32,226.69,248.55,285.6,124.5
2004-08-24,1096.2,1836.89,382.99,257.5,226.79,247.63,283.9,124.58
2004-08-25,1105.0,1860.72,386.17,259.5,227.79,249.25,287.4,125.2
2004-08-26,1105.1,1852.92,386.83,259.6,228.13,250.77,285.8,125.05
2004-08-27,1107.8,1862.09,387.06,259.51,228.25,252.19,287.4,125.14
2004-08-30,1099.2,1836.49,385.16,257.89,226.93,250.92,283.2,125.3
2004-08-31,1104.2,1838.1,387.57,259.24,227.48,255.56,282.5,126.64
2004-09-01,1105.9,1850.41,385.03,259.94,227.56,258.91,284.0,126.86
2004-09-02,1118.3,1873.43,389.45,262.94,229.7,261.18,287.2,127.45
2004-09-03,1113.6,1844.48,389.37,261.69,230.54,261.98,280.3,127.03
2004-09-07,1121.3,1858.56,393.85,264.03,231.15,261.97,281.5,127.73
2004-09-08,1116.3,1850.64,390.93,264.01,228.26,261.8,281.5,126.57
2004-09-09,1118.4,1869.65,390.41,263.48,227.56,265.17,286.6,126.97
2004-09-10,1123.9,1894.31,392.19,264.42,228.16,263.71,292.3,127.26
2004-09-13,1125.8,1910.38,391.47,264.68,227.55,265.67,294.1,126.39
2004-09-14,1128.3,1915.4,392.01,264.84,227.67,266.24,294.6,126.34
2004-09-15,1120.4,1896.52,390.08,262.72,225.52,265.62,290.5,126.29
2004-09-16,1123.5,1904.08,392.53,264.16,224.26,266.22,290.8,127.38
2004-09-17,1128.5,1910.09,392.87,267.3,224.98,270.68,292.0,127.79
2004-09-20,1122.2,1908.07,389.14,266.3,221.24,270.51,293.8,127.42
2004-09-21,1129.3,1921.18,392.31,267.36,220.58,277.52,295.6,127.89
2004-09-22,1113.6,1885.71,385.18,263.25,218.34,275.1,290.1,127.41
2004-09-23,1108.4,1886.43,381.51,260.5,219.21,271.51,290.6,126.41
2004-09-24,1110.1,1879.48,383.31,261.42,218.96,273.66,288.1,126.45
2004-09-27,1103.5,1859.88,380.79,259.34,217.9,274.15,285.5,126.69
2004-09-28,1110.1,1869.87,382.79,261.45,219.25,278.17,285.8,127.46
2004-09-29,1114.8,1893.94,383.96,262.83,220.3,275.32,289.7,127.01
2004-09-30,1114.6,1896.84,383.48,264.48,220.74,276.95,290.6,127.41
2004-10-01,1131.5,1942.2,389.19,268.16,222.95,280.23,299.5,128.43
2004-10-04,1135.2,1952.4,389.47,268.7,222.96,279.9,301.1,128.8
2004-10-05,1134.5,1955.5,387.63,267.42,222.42,282.84,302.5,129.08
2004-10-06,1142.0,1971.03,390.19,269.86,223.39,287.75,304.9,129.86
2004-10-07,1130.7,1948.52,388.87,266.43,221.36,285.81,301.7,128.94
2004-10-08,1122.1,1919.97,387.55,264.42,219.95,286.44,296.3,129.46
2004-10-11,1124.4,1928.76,388.62,265.21,220.13,284.4,297.2,129.4
2004-10-12,1121.8,1925.17,388.83,264.98,219.41,281.47,295.6,130.06
2004-10-13,1113.7,1920.53,385.91,262.39,218.55,275.56,296.1,128.48
2004-10-14,1103.3,1903.02,376.18,261.09,217.68,277.73,293.5,128.43
2004-10-15,1108.2,1911.5,377.36,262.96,219.1,278.86,294.6,129.75
2004-10-18,1114.0,1936.52,379.12,263.17,220.1,275.94,298.5,129.04
2004-10-19,1103.2,1922.9,372.5,261.17,219.06,274.56,298.7,128.29
2004-10-20,1103.7,1932.97,370.25,260.52,219.3,279.61,299.9,128.99
2004-10-21,1106.5,1953.62,370.47,261.65,219.42,280.54,303.1,129.11
2004-10-22,1095.7,1915.14,368.07,258.85,217.82,280.03,296.4,130.09
2004-10-25,1094.8,1914.04,368.01,259.21,216.51,280.25,296.0,132.16
2004-10-26,1111.1,1928.79,376.97,263.36,219.24,283.54,297.3,133.84
2004-10-27,1125.4,1969.99,381.34,266.4,221.22,278.77,304.2,133.16
2004-10-28,1127.4,1975.74,383.7,266.49,222.4,274.9,305.3,132.53
2004-10-29,1130.2,1974.99,384.33,267.31,222.04,278.66,305.9,133.32
2004-11-01,1130.5,1979.87,385.16,268.16,221.81,276.71,306.8,133.94
2004-11-02,1130.5,1984.79,387.07,268.13,222.73,273.25,308.1,131.71
2004-11-03,1143.2,2004.33,389.02,271.01,225.28,278.83,309.3,134.33
2004-11-04,1161.7,2023.63,395.57,276.27,231.55,283.06,312.6,137.21
2004-11-05,1166.2,2038.94,394.9,278.11,232.33,284.57,315.6,136.46
2004-11-08,1164.9,2039.25,394.18,278.62,231.91,280.53,316.0,137.59
2004-11-09,1164.1,2043.33,393.6,279.67,231.54,277.45,315.8,137.51
2004-11-10,1162.9,2034.56,394.31,279.78,231.89,280.1,312.4,137.31
2004-11-11,1173.5,2061.27,398.06,283.24,233.68,280.02,316.7,138.79
2004-11-12,1184.2,2085.34,400.47,285.4,234.85,285.55,321.5,140.57
2004-11-15,1183.8,2094.09,401.39,284.19,235.09,279.61,323.3,139.68
2004-11-16,1175.4,2078.62,397.77,282.83,233.53,279.07,320.8,139.56
2004-11-17,1181.9,2099.68,398.74,284.59,234.61,282.72,325.4,138.43
2004-11-18,1183.5,2104.28,397.68,286.42,234.69,284.5,326.7,138.56
2004-11-19,1170.3,2070.63,392.29,282.85,232.03,287.57,320.8,138.1
2004-11-22,1177.2,2085.19,395.21,283.56,233.28,291.22,322.4,140.21
2004-11-23,1176.9,2084.28,396.14,283.05,232.64,292.65,320.9,140.85
2004-11-24,1181.8,2102.54,397.54,283.53,232.72,294.91,323.5,141.31
2004-11-26,1182.7,2101.97,397.23,283.09,232.82,296.5,322.3,141.69
2004-11-29,1178.6,2106.87,395.72,282.18,230.5,294.63,323.0,140.11
2004-11-30,1173.8,2096.81,395.01,282.56,228.41,294.61,320.5,138.34
2004-12-01,1191.4,2138.23,402.6,287.4,231.7,289.62,328.2,137.18
2004-12-02,1190.3,2143.57,402.02,286.75,233.62,282.55,327.7,135.68
2004-12-03,1191.2,2147.96,401.65,286.69,233.31,284.46,330.9,136.67
2004-12-06,1190.2,2151.25,401.88,285.68,231.47,284.24,333.2,137.8
2004-12-07,1177.1,2114.66,398.04,282.43,230.6,279.51,327.6,136.44
2004-12-08,1182.8,2126.11,399.35,284.04,231.57,281.35,327.9,135.86
2004-12-09,1189.2,2129.01,401.22,285.5,234.3,283.45,327.1,136.03
2004-12-10,1188.0,2128.07,401.52,286.95,234.22,281.94,325.5,136.35
2004-12-13,1198.7,2148.5,404.79,290.57,235.32,286.18,328.8,138.54
2004-12-14,1203.4,2159.84,405.85,290.81,237.2,286.64,330.0,138.91
2004-12-15,1205.7,2162.55,407.68,290.65,236.93,287.99,330.2,139.83
2004-12-16,1203.2,2146.15,405.49,289.02,236.51,285.29,328.3,139.73
2004-12-17,1194.2,2135.2,403.36,288.47,234.24,284.63,324.7,139.79
2004-12-20,1194.7,2127.85,403.48,289.26,234.46,289.05,324.2,140.98
2004-12-21,1205.5,2150.91,408.1,290.94,236.14,291.76,328.1,142.1
2004-12-22,1209.6,2157.03,411.13,291.2,236.92,288.34,329.1,142.47
2004-12-23,1210.1,2160.62,410.96,291.23,236.2,290.79,329.4,142.23
2004-12-27,1204.9,2154.22,409.09,289.27,236.12,285.5,327.7,141.13
2004-12-28,1213.5,2177.19,411.38,291.4,237.86,287.08,329.2,141.95
2004-12-29,1213.5,2177.0,410.76,290.4,237.43,288.82,329.4,142.17
2004-12-30,1213.5,2178.34,410.97,290.27,237.53,287.83,329.5,142.43
2004-12-31,1211.9,2175.44,411.09,289.57,236.99,288.63,329.5,141.6
2005-01-03,1202.1,2152.15,409.53,287.51,236.59,279.54,326.8,139.93
2005-01-04,1188.0,2107.86,405.58,283.51,235.21,277.77,320.4,138.8
2005-01-05,1183.7,2091.24,404.73,281.91,235.02,276.71,318.9,137.42
2005-01-06,1187.9,2090.0,406.78,283.26,236.3,281.27,318.1,137.7
2005-01-07,1186.2,2088.61,404.77,282.06,237.46,279.0,318.8,137.31
2005-01-10,1190.2,2097.04,405.4,282.39,239.01,280.66,319.5,138.29
2005-01-11,1183.0,2079.62,403.29,280.98,237.93,280.49,316.0,137.7
2005-01-12,1187.7,2092.53,402.28,281.59,238.71,285.25,317.9,138.17
2005-01-13,1177.5,2070.56,398.71,278.53,237.11,286.34,314.6,138.92
2005-01-14,1184.5,2087.91,400.2,280.46,238.6,288.84,316.3,139.93
2005-01-18,1196.0,2106.04,406.24,281.94,241.14,291.68,319.2,141.12
2005-01-19,1184.6,2073.59,402.24,279.4,240.63,290.2,312.8,140.65
2005-01-20,1175.4,2045.88,399.34,277.52,239.95,287.59,310.1,140.16
2005-01-21,1167.9,2034.27,396.96,275.18,237.98,287.36,307.5,139.53
2005-01-24,1163.8,2008.7,397.37,274.45,237.41,290.31,303.9,140.76
2005-01-25,1168.4,2019.95,397.97,277.23,238.07,291.68,306.0,139.71
2005-01-26,1174.1,2046.09,399.22,277.72,237.72,294.35,308.8,141.87
2005-01-27,1174.5,2047.15,397.47,278.35,239.04,296.35,309.8,142.52
2005-01-28,1171.4,2035.83,396.53,278.66,239.43,293.39,308.9,142.75
2005-01-31,1181.3,2062.41,401.56,281.71,239.57,296.47,312.3,144.31
2005-02-01,1189.4,2068.7,406.3,282.54,239.79,302.7,313.3,145.45
2005-02-02,1193.2,2075.06,405.46,282.65,241.59,306.69,313.6,145.93
2005-02-03,1189.9,2057.64,403.79,281.91,241.63,308.94,310.4,146.17
2005-02-04,1203.0,2086.66,408.69,283.76,243.74,311.19,316.3,147.91
2005-02-07,1201.7,2082.03,408.34,283.83,242.92,309.62,315.9,147.41
2005-02-08,1202.3,2086.68,406.89,285.12,242.62,311.6,316.7,147.89
2005-02-09,1192.0,2052.55,405.87,282.31,240.53,310.94,312.4,147.21
2005-02-10,1197.0,2053.1,407.33,283.23,241.04,318.05,312.5,147.35
2005-02-11,1205.3,2076.66,410.18,285.35,241.74,319.34,315.6,147.25
2005-02-14,1206.1,2082.91,409.73,285.01,242.0,320.95,316.5,148.62
2005-02-15,1210.1,2089.21,410.71,286.13,242.65,321.45,318.0,148.08
2005-02-16,1210.3,2087.43,408.11,286.2,242.8,330.22,316.7,148.83
2005-02-17,1200.8,2061.34,404.25,284.03,241.3,326.53,312.3,148.38
2005-02-18,1201.6,2058.62,399.95,283.72,241.13,333.71,311.7,146.51
2005-02-22,1184.2,2030.32,393.85,279.22,237.08,330.17,308.6,142.85
2005-02-23,1190.8,2031.25,397.05,279.85,238.13,335.28,307.8,143.84
2005-02-24,1200.2,2051.7,398.11,282.64,239.55,342.59,311.0,145.18
2005-02-25,1211.4,2065.4,401.69,284.85,240.56,351.74,313.0,147.84
2005-02-28,1203.6,2051.72,398.5,282.96,239.79,350.68,312.2,146.73
2005-03-01,1210.4,2071.25,401.96,284.18,241.81,343.48,315.3,147.41
2005-03-02,1210.1,2067.5,400.34,285.06,241.29,347.71,314.2,147.31
2005-03-03,1210.5,2058.4,399.47,285.77,242.39,352.13,312.2,147.57
2005-03-04,1222.1,2070.61,404.32,290.13,243.64,356.04,313.4,150.09
2005-03-07,1225.3,2090.21,405.29,291.19,242.94,353.27,317.4,151.08
2005-03-08,1219.4,2073.55,404.41,291.03,241.7,352.9,314.7,150.14
2005-03-09,1207.0,2061.29,399.31,288.07,239.89,342.19,313.9,147.31
2005-03-10,1209.2,2059.72,401.34,289.17,240.43,336.98,315.4,148.57
2005-03-11,1200.1,2041.6,397.13,287.51,238.32,339.21,310.7,147.29
2005-03-14,1206.8,2051.04,400.11,289.38,239.07,341.73,312.0,149.96
2005-03-15,1197.8,2034.98,397.02,287.78,237.8,336.77,309.2,149.2
2005-03-16,1188.1,2015.75,393.67,284.49,236.66,337.5,306.0,147.83
2005-03-17,1190.2,2016.42,392.04,284.56,237.84,343.27,305.7,148.73
2005-03-18,1189.7,2007.79,390.68,285.7,237.31,348.13,303.9,148.34
2005-03-21,1183.8,2007.51,386.92,285.55,235.77,345.2,304.3,148.11
2005-03-22,1171.7,1989.34,379.53,283.86,234.55,340.24,301.0,145.38
2005-03-23,1172.5,1990.22,379.92,282.77,235.89,334.5,302.8,144.28
2005-03-24,1171.4,1991.06,378.41,283.25,235.47,332.65,302.8,145.98
2005-03-28,1174.3,1992.52,380.89,283.7,236.28,332.68,303.0,146.23
2005-03-29,1165.4,1973.88,379.29,279.91,235.55,328.08,301.3,144.3
2005-03-30,1181.4,2005.67,383.35,284.45,238.57,332.9,306.0,146.37
2005-03-31,1180.6,1999.23,382.47,283.67,237.36,337.88,304.9,147.89
2005-04-01,1172.9,1984.81,376.96,281.1,234.97,345.25,302.6,148.45
2005-04-04,1176.1,1991.07,379.33,280.51,236.35,343.12,303.5,148.72
2005-04-05,1181.4,1999.32,380.04,281.95,237.93,338.85,303.9,149.79
2005-04-06,1184.1,1999.14,382.78,282.27,237.37,344.74,303.4,149.53
2005-04-07,1191.1,2018.79,383.78,284.43,238.87,343.35,307.2,150.43
2005-04-08,1181.2,1999.35,381.06,282.03,237.68,337.79,305.0,149.28
2005-04-11,1181.2,1992.12,381.55,282.43,238.02,339.79,303.5,150.85
2005-04-12,1187.8,2005.4,386.21,284.39,238.96,336.36,304.8,152.35
2005-04-13,1173.8,1974.37,380.86,280.03,238.28,328.54,299.8,151.3
2005-04-14,1162.0,1946.71,376.51,275.55,237.8,327.04,295.9,149.72
2005-04-15,1142.6,1908.15,372.39,271.65,235.59,314.46,286.6,147.03
2005-04-18,1146.0,1912.92,375.49,272.22,234.39,319.99,287.0,147.82
2005-04-19,1152.8,1932.36,376.63,273.32,234.93,327.28,290.1,149.66
2005-04-20,1137.5,1913.76,371.47,270.25,231.73,320.56,287.3,148.28
2005-04-21,1160.0,1962.41,374.27,276.79,235.61,331.04,296.7,150.05
2005-04-22,1152.1,1932.19,372.47,274.58,233.35,332.49,292.7,150.66
2005-04-25,1162.1,1950.78,377.22,277.31,235.29,336.42,295.2,151.73
2005-04-26,1151.7,1927.44,375.4,273.96,233.68,331.42,292.0,150.04
2005-04-27,1156.4,1930.43,380.16,274.83,234.77,324.08,293.2,151.1
2005-04-28,1143.2,1904.18,375.95,271.23,233.62,315.68,289.8,150.06
2005-04-29,1156.8,1921.65,381.8,275.02,234.84,319.92,293.1,152.21
2005-05-02,1162.2,1928.65,382.82,276.19,236.73,325.51,293.5,152.85
2005-05-03,1161.2,1933.07,383.16,274.38,237.83,318.12,294.6,152.08
2005-05-04,1175.7,1962.23,390.26,277.11,239.4,321.8,298.1,152.32
2005-05-05,1172.6,1961.8,388.31,275.67,238.85,324.81,297.4,151.43
2005-05-06,1171.3,1967.35,386.06,276.62,238.43,323.99,298.8,151.15
2005-05-09,1178.8,1979.67,389.32,278.52,239.53,327.79,299.8,152.31
2005-05-10,1166.2,1962.77,383.96,275.44,237.96,322.75,296.5,151.26
2005-05-11,1171.1,1971.55,386.07,277.63,238.83,324.17,298.4,151.42
2005-05-12,1159.4,1963.88,382.03,274.3,237.58,310.15,298.3,150.0
2005-05-13,1154.0,1976.78,378.54,272.77,235.74,304.89,303.1,147.56
2005-05-16,1165.7,1994.43,384.95,276.37,238.18,302.96,305.4,148.22
2005-05-17,1173.8,2004.15,387.65,278.52,239.18,307.59,307.1,150.06
2005-05-18,1185.6,2030.65,391.86,282.62,241.51,306.92,311.1,150.31
2005-05-19,1191.1,2042.58,392.41,282.57,242.56,312.65,313.3,150.85
2005-05-20,1189.3,2046.42,392.29,282.58,242.45,309.6,314.0,150.88
2005-05-23,1193.9,2056.65,392.2,284.41,242.78,314.28,315.1,150.41
2005-05-24,1194.1,2061.62,391.53,283.8,242.19,316.43,316.4,150.54
2005-05-25,1190.0,2050.12,389.73,281.54,241.45,320.1,315.0,150.45
2005-05-26,1197.6,2071.24,392.69,283.2,241.71,322.34,318.7,150.91
2005-05-27,1198.8,2075.73,393.21,283.05,241.14,326.98,318.3,151.69
2005-05-31,1191.5,2068.22,391.67,281.11,239.63,324.28,315.5,151.9
2005-06-01,1202.3,2087.86,395.09,283.3,241.73,330.24,318.9,153.43
2005-06-02,1204.3,2097.8,394.39,283.33,242.4,330.45,320.5,153.23
2005-06-03,1196.0,2071.43,391.68,281.69,240.15,331.13,316.3,153.4
2005-06-06,1197.5,2075.76,392.64,281.98,240.45,332.75,316.0,153.44
2005-06-07,1197.3,2067.16,392.45,282.78,241.25,330.33,314.5,153.85
2005-06-08,1194.7,2060.18,392.82,281.48,240.74,329.58,314.7,154.0
2005-06-09,1200.9,2076.91,393.81,281.38,240.83,339.08,317.2,154.19
2005-06-10,1198.1,2063.0,392.82,280.9,240.5,338.94,314.2,154.94
2005-06-13,1200.8,2068.96,392.92,280.87,239.9,339.78,315.4,155.5
2005-06-14,1203.9,2069.04,393.69,280.5,240.68,341.25,314.0,156.07
2005-06-15,1206.6,2074.92,394.98,280.52,240.62,345.31,315.3,155.33
2005-06-16,1211.0,2089.15,396.32,280.91,240.26,350.64,316.3,155.07
2005-06-17,1217.0,2090.11,398.31,283.43,240.53,356.13,316.2,156.7
2005-06-20,1216.1,2088.13,398.22,282.29,240.33,356.43,316.1,157.09
2005-06-21,1213.6,2091.07,398.74,281.55,240.02,349.18,317.5,157.16
2005-06-22,1213.9,2092.03,399.01,280.31,239.88,350.65,318.2,158.54
2005-06-23,1200.7,2070.66,394.83,274.35,236.97,349.36,316.0,159.12
2005-06-24,1191.6,2053.27,394.28,272.32,234.3,346.65,311.1,157.93
2005-06-27,1190.7,2045.2,394.1,271.81,234.49,352.42,309.1,158.85
2005-06-28,1201.6,2069.89,397.41,276.45,237.4,347.71,312.4,160.45
2005-06-29,1199.8,2068.89,398.92,274.91,236.61,346.0,312.7,160.01
2005-06-30,1191.3,2056.96,396.42,272.93,234.58,343.01,309.9,160.23
2005-07-01,1194.4,2057.37,396.77,273.44,235.12,349.52,310.1,161.75
2005-07-05,1205.0,2078.75,399.66,274.18,236.63,360.3,312.9,161.99
2005-07-06,1194.9,2068.65,397.16,271.45,234.45,353.91,312.1,159.29
2005-07-07,1197.9,2075.66,397.91,272.01,233.89,357.8,313.2,160.48
2005-07-08,1211.9,2112.88,401.48,276.53,236.8,355.88,319.0,162.14
2005-07-11,1219.4,2135.43,403.14,277.51,238.29,358.61,322.4,163.38
2005-07-12,1222.2,2143.15,404.03,276.2,238.68,360.87,324.7,163.82
2005-07-13,1223.3,2144.11,405.11,277.03,239.63,359.27,326.6,164.11
2005-07-14,1226.5,2152.82,406.93,279.4,241.15,351.22,329.0,162.52
2005-07-15,1227.9,2156.78,407.96,279.31,240.99,349.29,329.3,162.47
2005-07-18,1221.1,2144.87,403.73,278.15,239.88,348.07,327.4,162.08
2005-07-19,1229.3,2173.18,404.02,280.28,239.72,354.52,333.0,162.59
2005-07-20,1235.2,2188.57,405.21,283.19,240.27,355.32,332.2,163.29
2005-07-21,1227.0,2178.6,403.13,281.86,239.38,350.86,330.0,160.48
2005-07-22,1233.7,2179.74,405.29,282.78,240.3,362.6,328.9,162.02
2005-07-25,1229.0,2166.74,403.78,280.64,239.51,365.91,327.5,161.67
2005-07-26,1231.2,2175.99,404.22,281.24,240.02,364.37,328.8,161.82
2005-07-27,1236.8,2186.22,404.45,282.41,240.74,365.7,330.5,162.49
2005-07-28,1243.7,2198.44,405.3,284.1,242.85,367.66,330.3,163.59
2005-07-29,1234.2,2184.83,401.6,281.96,241.5,362.63,328.0,163.52
2005-08-01,1235.3,2195.38,401.59,281.62,240.75,365.92,328.6,161.6
2005-08-02,1244.1,2218.15,404.35,281.05,241.74,371.75,333.0,165.08
2005-08-03,1245.0,2216.81,405.01,280.83,241.7,369.78,334.6,165.72
2005-08-04,1235.9,2191.32,402.35,279.06,239.87,369.65,331.4,164.39
2005-08-05,1226.4,2177.91,397.6,277.3,238.44,366.93,330.7,161.48
2005-08-08,1223.1,2164.39,395.89,276.89,237.76,371.74,328.9,158.2
2005-08-09,1231.4,2174.19,398.1,279.09,238.41,371.91,331.0,159.74
2005-08-10,1229.1,2157.81,397.66,278.12,238.05,377.34,326.8,159.76
2005-08-11,1237.8,2174.55,399.89,281.25,238.71,381.58,329.4,160.86
2005-08-12,1230.4,2156.9,398.11,279.44,237.65,380.77,325.4,160.35
2005-08-15,1233.9,2167.04,400.17,280.35,239.14,377.06,327.2,160.86
2005-08-16,1219.3,2137.06,398.25,276.84,236.59,368.9,322.8,158.59
2005-08-17,1220.2,2145.15,398.15,277.79,236.48,360.81,326.5,158.17
2005-08-18,1219.0,2136.08,398.4,276.61,238.76,360.31,324.4,158.86
2005-08-19,1219.7,2135.56,398.89,277.5,238.71,365.74,324.3,159.84
2005-08-22,1221.7,2141.41,399.94,278.13,239.06,366.65,325.3,161.04
2005-08-23,1217.6,2137.25,397.68,276.81,238.8,366.22,324.7,162.06
2005-08-24,1209.6,2128.91,393.62,274.5,236.5,368.02,323.0,161.19
2005-08-25,1212.4,2134.37,394.87,274.85,236.98,368.2,323.7,162.76
2005-08-26,1205.1,2120.77,391.26,273.55,236.36,363.66,322.7,162.13
2005-08-29,1212.3,2137.65,393.33,274.7,237.87,366.12,324.9,163.05
2005-08-30,1208.4,2129.76,390.87,272.44,236.5,371.47,324.6,162.93
2005-08-31,1220.3,2152.09,393.52,275.11,237.75,381.12,327.0,164.27
2005-09-01,1221.6,2147.9,394.75,273.54,237.39,391.38,325.5,166.54
2005-09-02,1218.0,2141.07,394.33,274.03,237.39,384.1,324.7,166.37
2005-09-06,1233.4,2166.86,398.76,277.81,240.31,386.75,328.9,168.24
2005-09-07,1236.4,2172.03,398.94,278.56,240.23,387.52,328.9,168.1
2005-09-08,1231.7,2166.03,396.76,277.0,239.3,387.32,329.6,166.54
2005-09-09,1241.5,2175.51,399.65,278.48,240.55,398.17,330.5,168.53
2005-09-12,1240.6,2182.83,400.29,280.19,240.77,391.04,330.9,168.2
2005-09-13,1231.2,2171.75,398.01,279.08,237.7,387.32,331.0,167.0
2005-09-14,1227.2,2149.33,397.1,277.06,236.83,391.38,328.1,167.77
2005-09-15,1227.7,2146.15,397.22,277.45,237.64,391.51,326.7,169.09
